episode,length,episode_steps,loss,reward,score
47,3.0,33.0,0.2473030537366867,-1.159999966621399,0.0
48,3.0,3.0,0.032826945185661316,-1.0099999904632568,0.0
49,3.0,17.0,0.13435114920139313,-1.0800000429153442,0.0
50,3.0,26.0,0.32930710911750793,-1.125,0.0
51,3.0,6.0,0.06237022951245308,-1.024999976158142,0.0
52,3.0,15.0,0.33014124631881714,-1.0700000524520874,0.0
53,3.0,15.0,0.17619763314723969,-1.0700000524520874,0.0
54,3.0,13.0,0.20788419246673584,-1.059999942779541,0.0
55,3.0,3.0,0.039502620697021484,-1.0099999904632568,0.0
56,3.0,14.0,0.15468205511569977,-1.065000057220459,0.0
57,3.0,16.0,0.15512220561504364,-1.0750000476837158,0.0
58,3.0,11.0,0.0742645189166069,-1.0499999523162842,0.0
59,4.0,19.0,0.19338831305503845,2.9149999618530273,1.0
60,4.0,5.0,0.04166872054338455,2.984999895095825,1.0
61,3.0,16.0,0.12581855058670044,-1.0750000476837158,0.0
62,3.0,14.0,0.08328939974308014,-1.065000057220459,0.0
63,3.0,11.0,0.07876093685626984,-1.0499999523162842,0.0
64,3.0,5.0,0.025298763066530228,-1.0199999809265137,0.0
65,3.0,4.0,0.023858845233917236,-1.0149999856948853,0.0
66,3.0,20.0,0.12813042104244232,-1.0950000286102295,0.0
67,3.0,28.0,0.2682793140411377,-1.1349999904632568,0.0
68,3.0,9.0,0.09095943719148636,-1.0399999618530273,0.0
69,3.0,6.0,0.07444322854280472,-1.024999976158142,0.0
70,4.0,12.0,0.1455199122428894,2.950000047683716,1.0
71,5.0,19.0,0.22407135367393494,7.920000076293945,2.0
72,3.0,11.0,0.08674710243940353,-1.0499999523162842,0.0
73,3.0,38.0,0.2989513576030731,-1.184999942779541,0.0
74,3.0,4.0,0.09776384383440018,-1.0149999856948853,0.0
75,3.0,12.0,0.20502564311027527,-1.0549999475479126,0.0
76,3.0,18.0,0.16622385382652283,-1.0850000381469727,0.0
77,4.0,18.0,0.1998102366924286,2.9200000762939453,1.0
78,3.0,8.0,0.3074607253074646,-1.034999966621399,0.0
79,3.0,19.0,0.409018874168396,-1.090000033378601,0.0
80,3.0,10.0,0.10727271437644958,-1.0449999570846558,0.0
81,3.0,10.0,0.2661984860897064,-1.0449999570846558,0.0
82,3.0,9.0,0.1919371485710144,-1.0399999618530273,0.0
83,3.0,6.0,0.05823029205203056,-1.024999976158142,0.0
84,3.0,9.0,0.0578763522207737,-1.0399999618530273,0.0
85,3.0,11.0,0.152389794588089,-1.0499999523162842,0.0
86,4.0,22.0,0.1727646142244339,2.9000000953674316,1.0
87,3.0,16.0,0.15316011011600494,-1.0750000476837158,0.0
88,3.0,6.0,0.06062296777963638,-1.024999976158142,0.0
89,3.0,5.0,0.028194807469844818,-1.0199999809265137,0.0
90,3.0,4.0,0.029100187122821808,-1.0149999856948853,0.0
91,4.0,16.0,0.1212756559252739,2.930000066757202,1.0
92,3.0,8.0,0.041519246995449066,-1.034999966621399,0.0
93,3.0,5.0,0.03575078397989273,-1.0199999809265137,0.0
94,3.0,10.0,0.11965596675872803,-1.0449999570846558,0.0
95,3.0,13.0,0.14140264689922333,-1.059999942779541,0.0
96,3.0,7.0,0.0909491628408432,-1.0299999713897705,0.0
97,3.0,13.0,0.1453007459640503,-1.059999942779541,0.0
98,3.0,7.0,0.050025276839733124,-1.0299999713897705,0.0
99,3.0,19.0,0.28480151295661926,-1.090000033378601,0.0
100,3.0,31.0,0.18320222198963165,-1.149999976158142,0.0
101,3.0,41.0,0.4073431193828583,-1.2000000476837158,0.0
102,3.0,28.0,0.5664646625518799,-1.1349999904632568,0.0
103,3.0,11.0,0.18026742339134216,-1.0499999523162842,0.0
104,3.0,9.0,0.22453707456588745,-1.0399999618530273,0.0
105,3.0,18.0,0.5267019271850586,-1.0850000381469727,0.0
106,3.0,21.0,0.44491177797317505,-1.100000023841858,0.0
107,3.0,20.0,0.21611854434013367,-1.0950000286102295,0.0
108,3.0,6.0,0.06818769127130508,-1.024999976158142,0.0
109,3.0,27.0,0.3232589066028595,-1.1299999952316284,0.0
110,3.0,8.0,0.04915086552500725,-1.034999966621399,0.0
111,3.0,5.0,0.04296549782156944,-1.0199999809265137,0.0
112,3.0,5.0,0.07644259929656982,-1.0199999809265137,0.0
113,4.0,23.0,0.44371992349624634,2.8949999809265137,1.0
114,3.0,24.0,0.5545095801353455,-1.1150000095367432,0.0
115,3.0,5.0,0.0500137098133564,-1.0199999809265137,0.0
116,3.0,4.0,0.0453147292137146,-1.0149999856948853,0.0
117,3.0,29.0,0.3374388515949249,-1.1399999856948853,0.0
118,3.0,7.0,0.10706309974193573,-1.0299999713897705,0.0
119,4.0,13.0,0.1553659588098526,2.944999933242798,1.0
120,3.0,5.0,0.06896236538887024,-1.0199999809265137,0.0
121,3.0,21.0,0.1642417311668396,-1.100000023841858,0.0
122,3.0,3.0,0.03838343918323517,-1.0099999904632568,0.0
123,3.0,4.0,0.09445390105247498,-1.0149999856948853,0.0
124,3.0,13.0,0.3046024441719055,-1.059999942779541,0.0
125,3.0,9.0,0.16303110122680664,-1.0399999618530273,0.0
126,3.0,23.0,0.41706398129463196,-1.1100000143051147,0.0
127,3.0,6.0,0.1135912835597992,-1.024999976158142,0.0
128,3.0,11.0,0.1616460084915161,-1.0499999523162842,0.0
129,3.0,10.0,0.10282544046640396,-1.0449999570846558,0.0
130,3.0,4.0,0.02228185161948204,-1.0149999856948853,0.0
131,3.0,11.0,0.09650558978319168,-1.0499999523162842,0.0
132,3.0,3.0,0.027922747656702995,-1.0099999904632568,0.0
133,4.0,18.0,0.27614617347717285,2.9200000762939453,1.0
134,3.0,8.0,0.09119218587875366,-1.034999966621399,0.0
135,3.0,8.0,0.13764923810958862,-1.034999966621399,0.0
136,3.0,17.0,0.23862403631210327,-1.0800000429153442,0.0
137,3.0,9.0,0.07234609872102737,-1.0399999618530273,0.0
138,3.0,14.0,0.1511961817741394,-1.065000057220459,0.0
139,3.0,4.0,0.05025499314069748,-1.0149999856948853,0.0
140,3.0,9.0,0.07607288658618927,-1.0399999618530273,0.0
141,3.0,4.0,0.034400537610054016,-1.0149999856948853,0.0
142,3.0,13.0,0.17134901881217957,-1.059999942779541,0.0
143,3.0,10.0,0.16261307895183563,-1.0449999570846558,0.0
144,3.0,3.0,0.04377009719610214,-1.0099999904632568,0.0
145,3.0,3.0,0.03138715773820877,-1.0099999904632568,0.0
146,3.0,5.0,0.08094657212495804,-1.0199999809265137,0.0
147,3.0,8.0,0.08906307071447372,-1.034999966621399,0.0
148,3.0,6.0,0.06824426352977753,-1.024999976158142,0.0
149,3.0,7.0,0.09345701336860657,-1.0299999713897705,0.0
150,3.0,3.0,0.01586487516760826,-1.0099999904632568,0.0
151,3.0,14.0,0.14587372541427612,-1.065000057220459,0.0
152,3.0,9.0,0.20407938957214355,-1.0399999618530273,0.0
153,4.0,74.0,0.7397431135177612,2.640000104904175,1.0
154,3.0,24.0,0.3841981887817383,-1.1150000095367432,0.0
155,3.0,17.0,0.128008633852005,-1.0800000429153442,0.0
156,4.0,32.0,0.34235793352127075,2.8499999046325684,1.0
157,3.0,34.0,0.3210614025592804,-1.1649999618530273,0.0
158,3.0,7.0,0.1089109480381012,-1.0299999713897705,0.0
159,3.0,18.0,0.16822238266468048,-1.0850000381469727,0.0
160,4.0,9.0,0.1154661476612091,2.9649999141693115,1.0
161,4.0,21.0,0.21283434331417084,2.9049999713897705,1.0
162,3.0,19.0,0.16695544123649597,-1.090000033378601,0.0
163,3.0,4.0,0.0300003569573164,-1.0149999856948853,0.0
164,3.0,14.0,0.1440279185771942,-1.065000057220459,0.0
165,3.0,7.0,0.04278004541993141,-1.0299999713897705,0.0
166,3.0,5.0,0.03340998664498329,-1.0199999809265137,0.0
167,3.0,5.0,0.03935054689645767,-1.0199999809265137,0.0
168,3.0,19.0,0.16934867203235626,-1.090000033378601,0.0
169,3.0,12.0,0.06507010012865067,-1.0549999475479126,0.0
170,3.0,7.0,0.0689709484577179,-1.0299999713897705,0.0
171,3.0,22.0,0.17276273667812347,-1.1050000190734863,0.0
172,3.0,4.0,0.05532320588827133,-1.0149999856948853,0.0
173,3.0,46.0,0.38784706592559814,-1.225000023841858,0.0
174,3.0,3.0,0.015539060346782207,-1.0099999904632568,0.0
175,3.0,13.0,0.08664944022893906,-1.059999942779541,0.0
176,3.0,13.0,0.08625141531229019,-1.059999942779541,0.0
177,3.0,24.0,0.2102343589067459,-1.1150000095367432,0.0
178,3.0,13.0,0.09838366508483887,-1.059999942779541,0.0
179,3.0,5.0,0.028378913179039955,-1.0199999809265137,0.0
180,3.0,4.0,0.028580568730831146,-1.0149999856948853,0.0
181,3.0,8.0,0.04066929221153259,-1.034999966621399,0.0
182,3.0,7.0,0.04188629612326622,-1.0299999713897705,0.0
183,5.0,15.0,0.10411611199378967,7.940000057220459,2.0
184,3.0,31.0,0.23753167688846588,-1.149999976158142,0.0
185,3.0,8.0,0.13406893610954285,-1.034999966621399,0.0
186,3.0,31.0,0.24602673947811127,-1.149999976158142,0.0
187,3.0,11.0,0.08532492071390152,-1.0499999523162842,0.0
188,3.0,10.0,0.06691865622997284,-1.0449999570846558,0.0
189,3.0,19.0,0.1484655886888504,-1.090000033378601,0.0
190,3.0,10.0,0.04795844107866287,-1.0449999570846558,0.0
191,3.0,8.0,0.05637602135539055,-1.034999966621399,0.0
192,4.0,74.0,0.669039249420166,2.640000104904175,1.0
193,3.0,9.0,0.056371964514255524,-1.0399999618530273,0.0
194,3.0,3.0,0.019545527175068855,-1.0099999904632568,0.0
195,3.0,18.0,0.1371450573205948,-1.0850000381469727,0.0
196,4.0,37.0,0.3566482365131378,2.825000047683716,1.0
197,3.0,10.0,0.05099624767899513,-1.0449999570846558,0.0
198,4.0,12.0,0.08834583312273026,2.950000047683716,1.0
199,3.0,11.0,0.07052874565124512,-1.0499999523162842,0.0
200,3.0,26.0,0.27486008405685425,-1.125,0.0
201,3.0,16.0,0.09367898106575012,-1.0750000476837158,0.0
202,3.0,8.0,0.045401521027088165,-1.034999966621399,0.0
203,3.0,3.0,0.024085648357868195,-1.0099999904632568,0.0
204,3.0,8.0,0.08973603695631027,-1.034999966621399,0.0
205,3.0,8.0,0.08664847910404205,-1.034999966621399,0.0
206,3.0,20.0,0.11130594462156296,-1.0950000286102295,0.0
207,3.0,13.0,0.08888543397188187,-1.059999942779541,0.0
208,3.0,9.0,0.04850492253899574,-1.0399999618530273,0.0
209,3.0,16.0,0.057390403002500534,-1.0750000476837158,0.0
210,3.0,11.0,0.05042422562837601,-1.0499999523162842,0.0
211,3.0,4.0,0.03609960526227951,-1.0149999856948853,0.0
212,4.0,8.0,0.07441599667072296,2.9700000286102295,1.0
213,3.0,3.0,0.02284683845937252,-1.0099999904632568,0.0
214,3.0,5.0,0.07806340605020523,-1.0199999809265137,0.0
215,3.0,9.0,0.08134326338768005,-1.0399999618530273,0.0
216,3.0,25.0,0.20742516219615936,-1.1200000047683716,0.0
217,3.0,47.0,0.42080163955688477,-1.2300000190734863,0.0
218,3.0,24.0,0.11940069496631622,-1.1150000095367432,0.0
219,3.0,5.0,0.021510155871510506,-1.0199999809265137,0.0
220,3.0,26.0,0.1576976180076599,-1.125,0.0
221,3.0,7.0,0.04741659387946129,-1.0299999713897705,0.0
222,3.0,5.0,0.02795426733791828,-1.0199999809265137,0.0
223,3.0,24.0,0.1973077952861786,-1.1150000095367432,0.0
224,3.0,7.0,0.05901263281702995,-1.0299999713897705,0.0
225,3.0,4.0,0.022508207708597183,-1.0149999856948853,0.0
226,3.0,19.0,0.14970137178897858,-1.090000033378601,0.0
227,3.0,35.0,0.2668570578098297,-1.1699999570846558,0.0
228,3.0,30.0,0.177883580327034,-1.1449999809265137,0.0
229,3.0,20.0,0.1491241455078125,-1.0950000286102295,0.0
230,3.0,21.0,0.0886332169175148,-1.100000023841858,0.0
231,3.0,5.0,0.018006596714258194,-1.0199999809265137,0.0
232,3.0,17.0,0.09425922483205795,-1.0800000429153442,0.0
233,3.0,13.0,0.104606032371521,-1.059999942779541,0.0
234,3.0,30.0,0.1655925065279007,-1.1449999809265137,0.0
235,4.0,34.0,0.22592276334762573,2.8399999141693115,1.0
236,4.0,29.0,0.1715480238199234,2.865000009536743,1.0
237,3.0,21.0,0.15909968316555023,-1.100000023841858,0.0
238,3.0,6.0,0.037015244364738464,-1.024999976158142,0.0
239,3.0,5.0,0.0280632171779871,-1.0199999809265137,0.0
240,4.0,20.0,0.12856197357177734,2.9100000858306885,1.0
241,3.0,44.0,0.2649734914302826,-1.215000033378601,0.0
242,3.0,5.0,0.03403410315513611,-1.0199999809265137,0.0
243,3.0,19.0,0.13299719989299774,-1.090000033378601,0.0
244,3.0,7.0,0.0365513451397419,-1.0299999713897705,0.0
245,3.0,10.0,0.08095274865627289,-1.0449999570846558,0.0
246,3.0,3.0,0.03674594312906265,-1.0099999904632568,0.0
247,4.0,23.0,0.16312633454799652,2.8949999809265137,1.0
248,3.0,5.0,0.018928643316030502,-1.0199999809265137,0.0
249,3.0,6.0,0.04839169606566429,-1.024999976158142,0.0
250,3.0,11.0,0.13975271582603455,-1.0499999523162842,0.0
251,3.0,17.0,0.12678542733192444,-1.0800000429153442,0.0
252,3.0,5.0,0.03300834074616432,-1.0199999809265137,0.0
253,5.0,48.0,0.31553182005882263,7.775000095367432,2.0
254,3.0,11.0,0.06641931086778641,-1.0499999523162842,0.0
255,3.0,12.0,0.06688545644283295,-1.0549999475479126,0.0
256,3.0,11.0,0.062255725264549255,-1.0499999523162842,0.0
257,3.0,32.0,0.19075244665145874,-1.1549999713897705,0.0
258,3.0,10.0,0.09801200777292252,-1.0449999570846558,0.0
259,4.0,7.0,0.04375427961349487,2.9749999046325684,1.0
260,3.0,3.0,0.018514450639486313,-1.0099999904632568,0.0
261,3.0,7.0,0.03436622396111488,-1.0299999713897705,0.0
262,3.0,5.0,0.03127805516123772,-1.0199999809265137,0.0
263,3.0,13.0,0.07031035423278809,-1.059999942779541,0.0
264,3.0,35.0,0.20224042236804962,-1.1699999570846558,0.0
265,3.0,14.0,0.06497770547866821,-1.065000057220459,0.0
266,3.0,3.0,0.014614175073802471,-1.0099999904632568,0.0
267,3.0,22.0,0.14561590552330017,-1.1050000190734863,0.0
268,3.0,3.0,0.01753334328532219,-1.0099999904632568,0.0
269,3.0,3.0,0.012235523201525211,-1.0099999904632568,0.0
270,3.0,26.0,0.11884012073278427,-1.125,0.0
271,5.0,15.0,0.14888237416744232,7.940000057220459,2.0
272,3.0,6.0,0.059826143085956573,-1.024999976158142,0.0
273,3.0,15.0,0.07488662749528885,-1.0700000524520874,0.0
274,3.0,5.0,0.028967682272195816,-1.0199999809265137,0.0
275,3.0,12.0,0.059566207230091095,-1.0549999475479126,0.0
276,3.0,47.0,0.29047122597694397,-1.2300000190734863,0.0
277,3.0,46.0,0.4306437075138092,-1.225000023841858,0.0
278,3.0,10.0,0.16995251178741455,-1.0449999570846558,0.0
279,3.0,8.0,0.084592305123806,-1.034999966621399,0.0
280,3.0,17.0,0.12716162204742432,-1.0800000429153442,0.0
281,4.0,5.0,0.02898271754384041,2.984999895095825,1.0
282,3.0,22.0,0.14123809337615967,-1.1050000190734863,0.0
283,3.0,26.0,0.1669110506772995,-1.125,0.0
284,4.0,16.0,0.08793670684099197,2.930000066757202,1.0
285,3.0,10.0,0.08483389765024185,-1.0449999570846558,0.0
286,3.0,44.0,0.24108965694904327,-1.215000033378601,0.0
287,3.0,64.0,0.3777914047241211,-1.315000057220459,0.0
288,4.0,15.0,0.08654062449932098,2.934999942779541,1.0
289,3.0,3.0,0.01924199052155018,-1.0099999904632568,0.0
290,3.0,6.0,0.0430460087954998,-1.024999976158142,0.0
291,3.0,20.0,0.10988637804985046,-1.0950000286102295,0.0
292,3.0,12.0,0.06766988337039948,-1.0549999475479126,0.0
293,3.0,20.0,0.10033289343118668,-1.0950000286102295,0.0
294,3.0,10.0,0.05590072274208069,-1.0449999570846558,0.0
295,4.0,67.0,0.3876001536846161,2.674999952316284,1.0
296,5.0,52.0,0.2609105110168457,7.755000114440918,2.0
297,3.0,32.0,0.17377951741218567,-1.1549999713897705,0.0
298,3.0,5.0,0.03403045982122421,-1.0199999809265137,0.0
299,3.0,8.0,0.037023913115262985,-1.034999966621399,0.0
300,3.0,4.0,0.01730116829276085,-1.0149999856948853,0.0
301,3.0,7.0,0.033637188374996185,-1.0299999713897705,0.0
302,4.0,12.0,0.0621369332075119,2.950000047683716,1.0
303,3.0,3.0,0.02028571628034115,-1.0099999904632568,0.0
304,3.0,20.0,0.1484384387731552,-1.0950000286102295,0.0
305,4.0,14.0,0.11366742849349976,2.940000057220459,1.0
306,3.0,11.0,0.06909147650003433,-1.0499999523162842,0.0
307,3.0,23.0,0.1559041142463684,-1.1100000143051147,0.0
308,3.0,9.0,0.042095430195331573,-1.0399999618530273,0.0
309,3.0,12.0,0.05609819293022156,-1.0549999475479126,0.0
310,4.0,7.0,0.0496443435549736,2.9749999046325684,1.0
311,3.0,8.0,0.04204189404845238,-1.034999966621399,0.0
312,3.0,16.0,0.08634310215711594,-1.0750000476837158,0.0
313,3.0,7.0,0.03301839530467987,-1.0299999713897705,0.0
314,3.0,3.0,0.02725161984562874,-1.0099999904632568,0.0
315,4.0,7.0,0.05004017800092697,2.9749999046325684,1.0
316,5.0,22.0,0.12520739436149597,7.90500020980835,2.0
317,3.0,10.0,0.061723046004772186,-1.0449999570846558,0.0
318,3.0,9.0,0.033087071031332016,-1.0399999618530273,0.0
319,4.0,24.0,0.1689179241657257,2.890000104904175,1.0
320,3.0,3.0,0.01906159520149231,-1.0099999904632568,0.0
321,3.0,17.0,0.08259441703557968,-1.0800000429153442,0.0
322,3.0,5.0,0.035327862948179245,-1.0199999809265137,0.0
323,3.0,9.0,0.04383993148803711,-1.0399999618530273,0.0
324,3.0,12.0,0.06617315113544464,-1.0549999475479126,0.0
325,3.0,8.0,0.03899986296892166,-1.034999966621399,0.0
326,3.0,30.0,0.19119460880756378,-1.1449999809265137,0.0
327,3.0,19.0,0.11034376174211502,-1.090000033378601,0.0
328,3.0,16.0,0.0783241018652916,-1.0750000476837158,0.0
329,3.0,3.0,0.018066417425870895,-1.0099999904632568,0.0
330,3.0,27.0,0.1365610659122467,-1.1299999952316284,0.0
331,3.0,16.0,0.05968561768531799,-1.0750000476837158,0.0
332,3.0,25.0,0.11884931474924088,-1.1200000047683716,0.0
333,3.0,3.0,0.008654586970806122,-1.0099999904632568,0.0
334,3.0,9.0,0.04716724529862404,-1.0399999618530273,0.0
335,3.0,11.0,0.05399199202656746,-1.0499999523162842,0.0
336,3.0,16.0,0.07752732187509537,-1.0750000476837158,0.0
337,3.0,16.0,0.09063504636287689,-1.0750000476837158,0.0
338,3.0,18.0,0.10247570276260376,-1.0850000381469727,0.0
339,3.0,14.0,0.08189648389816284,-1.065000057220459,0.0
340,3.0,12.0,0.06603487581014633,-1.0549999475479126,0.0
341,3.0,23.0,0.14593395590782166,-1.1100000143051147,0.0
342,3.0,32.0,0.1828635036945343,-1.1549999713897705,0.0
343,3.0,3.0,0.011388326063752174,-1.0099999904632568,0.0
344,3.0,20.0,0.10996182262897491,-1.0950000286102295,0.0
345,3.0,14.0,0.04983142763376236,-1.065000057220459,0.0
346,3.0,8.0,0.027165859937667847,-1.034999966621399,0.0
347,4.0,12.0,0.08586982637643814,2.950000047683716,1.0
348,3.0,10.0,0.0611376129090786,-1.0449999570846558,0.0
349,3.0,19.0,0.09731487184762955,-1.090000033378601,0.0
350,3.0,6.0,0.017445843666791916,-1.024999976158142,0.0
351,3.0,6.0,0.022800680249929428,-1.024999976158142,0.0
352,3.0,4.0,0.017064295709133148,-1.0149999856948853,0.0
353,3.0,9.0,0.07737281173467636,-1.0399999618530273,0.0
354,3.0,38.0,0.26238083839416504,-1.184999942779541,0.0
355,4.0,16.0,0.10285274684429169,2.930000066757202,1.0
356,3.0,12.0,0.09511150419712067,-1.0549999475479126,0.0
357,3.0,24.0,0.16306987404823303,-1.1150000095367432,0.0
358,3.0,8.0,0.03801579400897026,-1.034999966621399,0.0
359,3.0,6.0,0.03714336082339287,-1.024999976158142,0.0
360,3.0,5.0,0.040558673441410065,-1.0199999809265137,0.0
361,3.0,32.0,0.21915286779403687,-1.1549999713897705,0.0
362,3.0,10.0,0.06094846501946449,-1.0449999570846558,0.0
363,3.0,29.0,0.1500544399023056,-1.1399999856948853,0.0
364,3.0,7.0,0.03463543951511383,-1.0299999713897705,0.0
365,5.0,33.0,0.140518456697464,7.849999904632568,2.0
366,3.0,4.0,0.017657458782196045,-1.0149999856948853,0.0
367,3.0,4.0,0.016161078587174416,-1.0149999856948853,0.0
368,5.0,30.0,0.1466587334871292,7.864999771118164,2.0
369,3.0,7.0,0.06920213997364044,-1.0299999713897705,0.0
370,3.0,5.0,0.03739676624536514,-1.0199999809265137,0.0
371,3.0,15.0,0.0773758664727211,-1.0700000524520874,0.0
372,3.0,5.0,0.01988920196890831,-1.0199999809265137,0.0
373,3.0,9.0,0.03576189652085304,-1.0399999618530273,0.0
374,3.0,9.0,0.042451560497283936,-1.0399999618530273,0.0
375,3.0,18.0,0.10532098263502121,-1.0850000381469727,0.0
376,3.0,12.0,0.08767160028219223,-1.0549999475479126,0.0
377,3.0,26.0,0.18106500804424286,-1.125,0.0
378,3.0,15.0,0.06676827371120453,-1.0700000524520874,0.0
379,3.0,5.0,0.016324104741215706,-1.0199999809265137,0.0
380,3.0,8.0,0.02800496481359005,-1.034999966621399,0.0
381,3.0,16.0,0.08475707471370697,-1.0750000476837158,0.0
382,3.0,10.0,0.06908078491687775,-1.0449999570846558,0.0
383,3.0,6.0,0.0510534793138504,-1.024999976158142,0.0
384,3.0,10.0,0.05656352639198303,-1.0449999570846558,0.0
385,3.0,11.0,0.04650566354393959,-1.0499999523162842,0.0
386,3.0,11.0,0.046784959733486176,-1.0499999523162842,0.0
387,3.0,12.0,0.05535344034433365,-1.0549999475479126,0.0
388,3.0,9.0,0.040037624537944794,-1.0399999618530273,0.0
389,3.0,12.0,0.0725543349981308,-1.0549999475479126,0.0
390,3.0,14.0,0.07051137089729309,-1.065000057220459,0.0
391,3.0,4.0,0.020377356559038162,-1.0149999856948853,0.0
392,3.0,20.0,0.08290689438581467,-1.0950000286102295,0.0
393,3.0,13.0,0.06715211272239685,-1.059999942779541,0.0
394,3.0,3.0,0.01935041882097721,-1.0099999904632568,0.0
395,3.0,5.0,0.03611915931105614,-1.0199999809265137,0.0
396,3.0,6.0,0.03821919113397598,-1.024999976158142,0.0
397,3.0,9.0,0.03568313270807266,-1.0399999618530273,0.0
398,4.0,48.0,0.3461195230484009,2.7699999809265137,1.0
399,3.0,21.0,0.13052991032600403,-1.100000023841858,0.0
400,3.0,3.0,0.016172464936971664,-1.0099999904632568,0.0
401,3.0,18.0,0.08161284774541855,-1.0850000381469727,0.0
402,3.0,8.0,0.036148618906736374,-1.034999966621399,0.0
403,3.0,38.0,0.2716044783592224,-1.184999942779541,0.0
404,4.0,37.0,0.17267955839633942,2.825000047683716,1.0
405,3.0,13.0,0.07219137251377106,-1.059999942779541,0.0
406,3.0,22.0,0.13190196454524994,-1.1050000190734863,0.0
407,3.0,3.0,0.01819758117198944,-1.0099999904632568,0.0
408,3.0,7.0,0.03104587085545063,-1.0299999713897705,0.0
409,3.0,7.0,0.048871442675590515,-1.0299999713897705,0.0
410,3.0,3.0,0.019133292138576508,-1.0099999904632568,0.0
411,3.0,3.0,0.014188974164426327,-1.0099999904632568,0.0
412,3.0,12.0,0.05241870507597923,-1.0549999475479126,0.0
413,3.0,21.0,0.09892963618040085,-1.100000023841858,0.0
414,3.0,7.0,0.03401532024145126,-1.0299999713897705,0.0
415,4.0,27.0,0.14407962560653687,2.875,1.0
416,3.0,20.0,0.09151021391153336,-1.0950000286102295,0.0
417,3.0,20.0,0.09597832709550858,-1.0950000286102295,0.0
418,3.0,20.0,0.14111696183681488,-1.0950000286102295,0.0
419,3.0,23.0,0.09761420637369156,-1.1100000143051147,0.0
420,3.0,19.0,0.1200832948088646,-1.090000033378601,0.0
421,3.0,11.0,0.05235442519187927,-1.0499999523162842,0.0
422,3.0,16.0,0.06898011267185211,-1.0750000476837158,0.0
423,4.0,15.0,0.08436413109302521,2.934999942779541,1.0
424,3.0,19.0,0.0779838040471077,-1.090000033378601,0.0
425,3.0,17.0,0.087331123650074,-1.0800000429153442,0.0
426,3.0,6.0,0.02786830998957157,-1.024999976158142,0.0
427,3.0,34.0,0.16462872922420502,-1.1649999618530273,0.0
428,3.0,9.0,0.06160559877753258,-1.0399999618530273,0.0
429,3.0,16.0,0.07601261883974075,-1.0750000476837158,0.0
